particle,time,qx,qy,qz,py,pz,mp
3096,115.13,188.065118234803,0.4051759801199354,-1.8762539775141704,-0.0114762750092038,-0.0067087275536134,1.672621898e-27
3097,115.96,188.76184759180236,1.1459828865096386,1.426393354094197,-0.0135403882863632,0.0022072998887579,1.672621898e-27
3099,114.71,188.12273728643623,-0.1946987039176537,-0.3075570327008041,-0.0049645909995365,-5.554311871874661e-05,1.672621898e-27
3101,117.21,188.7298974864005,-1.532168776797247,1.0534981205545593,0.0110498038761088,0.0074668026705336,1.672621898e-27
3102,116.38,188.9298048243376,-1.1927686656944467,0.9536779164004544,0.0053420574861049,0.0060036030916359,1.672621898e-27
3104,115.54,188.97368942869085,-0.7180095217041877,0.9179096319492742,5.8381602505825385e-05,0.006577190176591,1.672621898e-27
3106,115.54,188.86202946984025,1.1741731907635422,0.9169782774208004,-0.0116108177720048,0.0018482271456016,1.672621898e-27
3108,115.54,188.3247491321437,0.9017237569096972,-1.7777676754515603,-0.020185755413593,0.0088949094467976,1.672621898e-27
3109,115.96,188.72580663670465,1.2378086416036658,1.1236819019173203,-0.0134378467562329,0.0008047802933310056,1.672621898e-27
3110,115.96,188.45806875003765,-1.2411762065803325,0.8950902688054404,0.0040886354211637,0.0060298226819856,1.672621898e-27
3114,117.21,188.6797091730346,-1.564787301806738,-1.1116343991383184,0.0098524813231167,-0.0055416558249305,1.672621898e-27
3118,114.71,188.1049241023233,0.6778237470561839,0.4797083240760133,-0.0096838885805743,0.0021882371112988,1.672621898e-27
3119,115.54,188.43210416379105,-0.8405572115144055,0.9211341338658728,0.0022032465476127,0.0057902909641684,1.672621898e-27
3121,115.13,188.6722722944387,0.6626324422742393,-1.1900672162237682,-0.0078917053256354,-0.002799543478314,1.672621898e-27
3122,116.38,188.7728369384318,-1.332102582052368,-0.3896970841910135,0.0046860909066944,-0.0017809664713415,1.672621898e-27
3127,114.71,188.4210866462451,0.1652189892560847,0.3671835780664587,-0.0066487492358242,0.0022996801902994,1.672621898e-27
3131,115.13,188.9602524922745,-0.1996982558796208,0.4677634781179215,-0.0033746501055433,0.0037965424981951,1.672621898e-27
3136,115.13,188.77342325910143,0.9656210282829154,0.3665467222080445,-0.0111068436639328,0.0012465435271451,1.672621898e-27
3137,115.54,188.2368176811305,1.7508132322600969,0.1816677380653919,-0.0130470158957476,0.00028102804051010363,1.672621898e-27
3141,115.54,188.36356162849023,0.244326035461787,1.8383888544742728,-0.0112700747540897,0.0071505749429266,1.672621898e-27
3149,115.13,188.3773160517114,0.9373250599259982,0.6919169324630555,-0.0121801008264386,0.0019217178389541,1.672621898e-27
3150,117.63,188.22132109779855,-1.667322320495545,-0.9065934299110078,0.0132234898583684,-0.0046898081591673,1.672621898e-27
3152,115.54,188.89002306027183,-0.5780325057277519,-0.7221971149262363,0.0009812073518227966,-0.0029026723871895,1.672621898e-27
3153,117.63,188.7585335138997,-1.5653071389915998,0.2486622345733457,0.0136071243848112,0.0015051976897482,1.672621898e-27
3154,115.54,188.2798171629709,1.710645466443844,0.2269860087034755,-0.0115909518503046,-0.0002323724382359085,1.672621898e-27
3159,115.54,188.85559893192237,-0.7711302332364061,1.531357454821615,-0.0018706303801683,0.0093618307572019,1.672621898e-27
3161,115.96,188.7483215803044,1.124624072968945,1.334779883045853,-0.0136215076535856,0.0017059598617431,1.672621898e-27
3164,118.05,188.7412165024984,-1.6755570911854047,-0.5805094053374336,0.0145094488267238,-0.0034085950092009,1.672621898e-27
3167,115.13,188.02669795889847,-0.3115624665351706,-1.69901115899304,-0.0019628852082205,-0.0073252712468688,1.672621898e-27
3168,115.54,188.80087450934047,0.2928935326407082,-1.9372355770767185,-0.0104735235083871,-0.0069407022807998,1.672621898e-27
3171,115.13,188.77159479145988,-0.3730385011679332,0.8516521339755918,-0.0017429611216015,0.00623784860077,1.672621898e-27
3173,117.21,188.2049000298232,-1.6082531491318794,-1.0955674667066604,0.0115914257669071,-0.0054597076524092,1.672621898e-27
3174,115.54,188.770248722269,1.198807260582663,-0.0371931677347979,-0.0119885948663432,0.0009681449441814576,1.672621898e-27
3175,116.8,188.53369188011308,-1.546604996778136,-0.2120498711600919,0.0090231551834271,-0.0008370015241994699,1.672621898e-27
3184,132.23,188.43346610588767,-1.780362806732425,0.601483968978307,0.0333076143895147,0.0054160975789031,1.672621898e-27
3188,115.54,188.78858593175727,1.1018777134251307,0.9931630983822904,-0.0111312207295641,0.0014925932172927,1.672621898e-27
3190,119.72,188.0990985496703,-1.94946503786532,0.1084845807770716,0.0235462943699133,0.000911205592919063,1.672621898e-27
3193,115.13,188.6959487742789,0.8281992607600397,0.6575338748621293,-0.0101565114392132,0.0019402667659883,1.672621898e-27
3194,115.96,188.16164174014676,1.3450381784723875,1.1370866810531826,-0.0140912277662718,0.0007581539130512556,1.672621898e-27
3195,115.54,188.5008222551228,0.5311892071860153,1.6981810751401512,-0.0122212483851213,0.005584546613566,1.672621898e-27
3198,119.72,188.9885876903459,-1.8845548684794784,-0.377890603420503,0.0214572545131461,-0.002952268432333,1.672621898e-27
3203,115.54,188.12352857105083,1.261568834515343,1.1230986920757131,-0.0127589910235155,0.0010603578909084,1.672621898e-27
3206,115.13,188.3288924198938,0.3982422179940196,1.278588298831584,-0.0097567762353229,0.0049261885790132,1.672621898e-27
3208,115.96,188.90327733270288,1.930965899204364,0.1739217226282472,-0.0109254850007896,-9.60038506563491e-05,1.672621898e-27
3209,116.38,188.85053041584112,1.9458352896779787,0.0291202987182441,-0.0123000666615935,0.0008393122101173216,1.672621898e-27
3211,117.63,188.3273857471574,-1.5818308659483329,1.133781008005515,0.0140806867699995,0.0083897861903071,1.672621898e-27
3213,115.96,188.57930986472857,-1.199547116755201,-0.2119329521278343,0.0029869227754889,-0.00010837043071457504,1.672621898e-27
3215,117.63,188.4978941047976,-1.5228336062801642,-0.0012371066856301,0.0141697633043755,-0.0002729412907762739,1.672621898e-27
3221,115.13,188.4356884524127,0.6085550710590334,-0.869797596005799,-0.0085627943985758,-0.0016590108744108,1.672621898e-27
3229,145.16,188.67147104419251,1.8212428479349196,-0.0322537486536286,-0.0200290273365695,0.0029048110971869,1.672621898e-27
3231,115.13,188.5098917739169,0.5431048425795182,0.9403743152144228,-0.0104248578897224,0.0024789571100033,1.672621898e-27
