particle,time,qx,qy,qz,py,pz,mp
12539,156.42,287.68142383791314,-0.1667956118405333,0.5588055026642702,-0.0007321297756918,0.001371171362297,1.672621898e-27
12562,156.42,287.87810161654625,-0.0256093990172814,-0.2077047266090503,-0.0006927894755467,-0.0003820114864732,1.672621898e-27
12651,156.01,287.1068975165717,0.0622144493867907,0.2305582882857314,-0.0033386577538904,0.0001598248880275,1.672621898e-27
12692,156.42,287.4745724321655,0.0263725018704093,-0.3365730775361276,0.0023406637329826,-0.0003671411386574,1.672621898e-27
12767,156.01,287.135957321435,0.0586300039457862,0.2780080287844821,-0.003566552136633,0.0001899732596339,1.672621898e-27
12769,156.42,287.54887803909264,0.0042044886618277,-0.2500262139281561,0.002029603685932,-0.000215191040894,1.672621898e-27
12770,156.42,287.25969344846686,-0.07517263932298,0.3297371954008958,0.0025536595999941,0.000963777668465,1.672621898e-27
12818,156.42,287.9205821185925,-0.0793833826526916,0.5332203854513006,-0.0019118994206099,0.0012280100718751,1.672621898e-27
12869,156.42,287.62804519014225,-0.1568192954948174,0.3599537862508233,8.976857201969679e-05,0.0009441596671559,1.672621898e-27
12874,156.42,287.7725927599373,-0.048904614480545,-0.3000269109487701,-0.0001322294261363,-0.0005322006242296,1.672621898e-27
12887,156.01,287.0718303151358,0.0591735977987493,-0.1160479823357009,-0.0023671478488092,-0.0001927539142982,1.672621898e-27
12923,156.84,287.91852617857546,0.0507383489269468,0.3990356048977,0.0047232427615706,0.0012102955616146,1.672621898e-27
13025,156.42,287.6693327192424,-0.1266672253593774,0.1863614107976723,0.0001360915922378,0.000566352435098,1.672621898e-27
13058,156.42,287.75801925425435,-0.0133733362380882,-0.2152068898031867,-3.3381463540429915e-05,-0.0004468819890179,1.672621898e-27
13086,156.01,287.1513560227185,0.1720573263751312,-0.0289580814609342,-0.0030846904095105,-0.0002159710147841,1.672621898e-27
13127,156.42,287.80630637690234,-0.0104395273945732,-0.3252273669561604,2.023056072834284e-05,-0.0004419868927764,1.672621898e-27
13197,156.42,287.64131517672604,0.0479473106623628,-0.4928553806775055,0.0018501218082437,-0.0005388357427428,1.672621898e-27
13283,156.01,287.01510367632034,0.0193861056091688,-0.0859856683826336,-0.0018819133600647,-0.0001613937811917,1.672621898e-27
13350,156.42,287.31192822018727,0.0530475053688505,-0.0416673271192981,0.0033638560011932,0.0002841387259309,1.672621898e-27
13363,156.42,287.80584120052816,0.0216876088235941,-0.4534588121152994,7.138756729571762e-05,-0.0005276688268909,1.672621898e-27
13372,156.42,287.83902530033083,-0.0428853570610765,-0.3124867548728484,-0.0005475137725838,-0.0005156114692967,1.672621898e-27
13413,156.42,287.7372710278323,-0.0230518172137314,-0.3514761695396311,0.0004683220629524,-0.0005047995765231,1.672621898e-27
13431,156.42,287.4287805987961,0.1222819649272942,-0.3637982116266026,0.0031317681013566,-0.000443681510128,1.672621898e-27
13454,156.42,287.23965822550065,-0.0410578725541522,0.4517981238331668,0.0028765205690857,0.0011205039173424,1.672621898e-27
13521,156.42,287.9088462658797,-0.085927306821244,0.3206621077839426,-0.0018745976675402,0.0006848517332161,1.672621898e-27
13531,156.42,287.08215270647844,0.02681547385225,0.2526718530400917,0.0039035189545038,0.0008781340061653,1.672621898e-27
13599,156.01,287.17596857660106,0.1474459041103846,-0.1699991354726207,-0.0031123519316944,-0.0003324723720167,1.672621898e-27
13605,156.01,287.05342934371106,-0.0369528946775691,0.4415674365157499,-0.0036075597567742,0.0009787800346649,1.672621898e-27
13607,156.42,287.75227123272253,-0.1224980942538968,0.2428163928411004,-0.000601454239054,0.0005695361535344,1.672621898e-27
13634,156.42,287.4255661855945,0.028307550029047,-0.1770248032780095,0.0027337612274732,-8.757762505854967e-05,1.672621898e-27
13642,156.84,287.9170629167161,-0.0188399918692462,-0.0362192743517649,0.0044604211915084,0.0004201643218408,1.672621898e-27
13654,156.42,287.34641903929287,0.1494115713203878,-0.4374679645336931,0.0037189392295482,-0.0004906874974578,1.672621898e-27
13702,156.42,287.5955538685984,0.0434344305756665,-0.4223413608431403,0.00201135057473,-0.0006427548212388,1.672621898e-27
13729,156.42,287.72857185010963,-0.0930998652910281,0.0100147974863019,-4.579771977267442e-05,4.247395063343023e-05,1.672621898e-27
13748,182.7,287.6116356922428,3.4398786872630387,-0.2763155006006649,0.0367912128847817,0.0004631724954529,1.672621898e-27
13793,156.01,287.15235261507746,0.1149564598467904,0.1009101264535413,-0.0031682055029099,-8.20426609431433e-05,1.672621898e-27
13812,156.42,287.7284432966797,-0.1410357939129556,0.4596143141024741,-0.0007929476051243,0.0011471418063798,1.672621898e-27
13820,156.42,287.01779834493504,0.0300197773485089,0.3164351395681749,0.0040971875488053,0.0009914064092056,1.672621898e-27
13921,156.42,287.6493826811303,-0.1458501605297425,0.2792542492466547,3.945682283750022e-05,0.0007231688475483,1.672621898e-27
13931,156.42,287.1311279081097,0.195146098540359,-0.1917849278701406,0.0050471501847133,0.0001039887313285,1.672621898e-27
13942,156.01,287.0368130566815,0.0369929535553228,-0.1198102893664191,-0.002106396655486,-0.0002705474949987,1.672621898e-27
14012,156.42,287.9597142750403,-0.0568004613212307,0.2558905221818421,-0.0020653236753328,0.0004406942622144,1.672621898e-27
14066,156.42,287.5358805471386,-0.057123686187677,-0.1282792444064268,0.0014753930088214,-0.0001774816242005,1.672621898e-27
14074,156.01,287.10551531843663,0.1291600791125181,-0.3174900346702584,-0.0021778414823195,-0.0005535204570402,1.672621898e-27
14151,156.84,287.80861142498287,2.0646376848167587,0.5586650747115179,0.0253896954854022,0.0074295751954561,1.672621898e-27
14205,156.42,287.57116969021,-0.1635712439046457,0.5044482289236165,0.0003261546354236,0.0012754677533004,1.672621898e-27
14218,156.42,287.91760332974053,-0.0586197925136633,0.0429350391977791,-0.0016531053815184,0.0001482563177741,1.672621898e-27
14223,156.42,287.2822128708335,0.1655174493667153,-0.3707515649999451,0.0041958909964331,-0.000213247310662,1.672621898e-27
14251,156.01,287.0254644364597,-0.0438360611672944,0.2860376903211157,-0.002862874727655,0.0006254868272529,1.672621898e-27
14262,156.42,287.5880212727799,0.0025305336264759,-0.2905788228270215,0.001836581698373,-0.0003667072552959,1.672621898e-27
14301,156.42,287.2493607608864,0.1416318933672722,-0.2872379778111433,0.0041497618022737,-0.0001859404161938,1.672621898e-27
